"stitch_id"	"drug"	"umls_id"	"event"	rr	log2rr	t_statistic	pvalue	observed	expected	bg_correction	sider	future_aers	medeffect
"CID000000076"	"dehydroepiandrosterone"	"C0000737"	"abdominal pain"	2.25	1.16992500144231	6.53709512810629	6.15671249048842e-07	9	4	0.002848839	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0001622"	"hyperadrenalism"	11.0000000495	3.45943162512943	4.78269943131424	0.00164440804831995	2	0.181818181	4.1156e-05	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0001623"	"adrenal insufficiency"	2.20000000022	1.1375035238942	4.31519921893041	0.00988495160826169	2	0.909090909	0.002490532	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0002792"	"anaphylactic reaction"	2.58823529487889	1.37196877781128	4.59091802598151	0.00335537977782533	4	1.545454545	0.000503121	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0002940"	"aneurysm"	7.33333335288889	2.87446912176333	4.5983741038809	0.00339945662753651	2	0.272727272	0.000134885	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0003467"	"Anxiety"	1.3608247422961	0.444481277201072	4.46754355952	0.00511624998437629	12	8.818181818	0.007977471	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0003838"	"arterial occlusive disease"	5.50000000458333	2.45943161983954	8.15151207899501	2.66393909593234e-10	6	1.09090909	0.001420516	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0003862"	"Aching joints"	3.21538461543408	1.68499131907462	12.399402340391	7.20261273311232e-20	19	5.909090909	0.001002728	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0003873"	"Arthritis rheumatoid"	4.88888888997531	2.28950661751558	6.24895250439998	2.6078774220976e-06	4	0.818181818	0.000969308	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0004093"	"asthenia"	1.95890410969638	0.970046777977424	5.73168849605285	2.27950126301063e-05	13	6.636363636	0.000749784999999999	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0004623"	"Bacterial infection"	5.500000009625	2.45943162116201	4.60518110204072	0.00326460921154602	2	0.363636363	0.000667373	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0006277"	"bronchitis"	3.23529411859862	1.69389687269864	4.58019382529516	0.00349184190815147	5	1.545454545	0.000271084	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0006625"	"cachectic"	11.0000000495	3.45943162512943	5.15585410405987	0.000352919225181849	2	0.181818181	0.00058991	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0007177"	"Cardiac tamponade"	11.0000000132	3.45943162036853	7.43165837763677	1.05593989869797e-08	5	0.454545454	0.000465583	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0007785"	"cerebral infarct"	4.12500000154687	2.04439411989946	4.8679230856323	0.00112646236259679	3	0.727272727	0.001256565	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0007860"	"cervicitis"	11.0000000091667	3.45943161983954	9.12961353934494	2.35802527047484e-12	6	0.545454545	0.000106321	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0007868"	"cervical dysplasia"	5.500000009625	2.45943162116201	4.6101976558433	0.00321479032159653	2	0.363636363	0.000588044	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0008031"	"chest pain"	1.46666666670578	0.552541023067251	4.52170285801299	0.00402709318175075	10	6.818181818	0.00653305	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0008033"	"abdominal discomfort"	1.67088607613972	0.740613371345708	4.26782258201944	0.0116584398651702	12	7.181818181	0.000239518000000001	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0008313"	"Cholangitis sclerosing"	11.0000000495	3.45943162512943	5.15585410405987	0.000352919225181849	2	0.181818181	0.000132472	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0009088"	"cluster headache"	11.0000000495	3.45943162512943	5.15585410405987	0.000352919225181849	2	0.181818181	8.4885e-05	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0009324"	"chronic ulcerative colitis"	7.33333335288889	2.87446912176333	4.64494375515436	0.0028407805126684	2	0.272727272	0.002199387	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0009768"	"bacterial conjunctivitis"	11.0000000495	3.45943162512943	5.15585410405987	0.000352919225181849	2	0.181818181	1.9292e-05	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0010399"	"crying"	7.33333333944444	2.87446911911839	8.64781044876674	2.47633092315087e-11	8	1.09090909	0.001791643	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0011175"	"dehydration"	2.14634146357168	1.10187961412478	5.87834716624193	1.30268052209718e-05	8	3.727272727	0.001318409	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0011860"	"diabetes mellitus non-insulin-dependent"	3.38461538695858	1.75899190149499	4.27308090413644	0.0116936327064617	4	1.181818181	0.000285776	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0011991"	"diarrhea"	2.14942528738103	1.10395096405549	8.09484864299887	2.55078423363813e-10	17	7.909090909	0.002758976	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0012813"	"diverticulitis"	5.5000000020625	2.45943161917831	6.11560569422713	4.98612877504925e-06	4	0.727272727	4.71999999999994e-06	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0013362"	"cartilage development disorder"	4.71428571697959	2.23703919812525	5.09978191166314	0.00043387149064356	3	0.636363636	0.002624052	0	0	0
"CID000000076"	"dehydroepiandrosterone"	"C0013404"	"choking sensation"	1.48314606758238	0.568660688554156	4.28892364129353	0.0104127156750547	12	8.09090909	0.00667815	0	0	0
